CustomerID,State,CLV,Response,Coverage,Education,EffectiveToDate,EmploymentStatus,Gender,Income
FD16853,Arizona,5373.724065,No,Basic,High School or Below,2/26/2011,Unemployed,F,0
FH81409,California,8152.244431,No,Extended,High School or Below,1/21/2011,Unemployed,M,0
ZF64287,California,13081.3077,No,Basic,High School or Below,2/16/2011,Employed,M,89948
NT82538,Oregon,4496.977642,No,Basic,Bachelor,2/19/2011,Unemployed,F,0
HA56608,California,13727.79972,Yes,Extended,College,1/8/2011,Unemployed,M,0
JZ61712,Nevada,3359.239423,No,Extended,Bachelor,2/10/2011,Employed,M,97576
SH55598,Arizona,3703.437656,No,Extended,High School or Below,2/9/2011,Employed,F,23120
TM43177,Oregon,3105.35094,No,Extended,High School or Below,1/15/2011,Employed,F,97234
WR90490,Nevada,4893.979609,No,Basic,High School or Below,1/21/2011,Disabled,M,25572
WV57524,Oregon,10208.92761,Yes,Extended,College,2/14/2011,Employed,F,35482
LK73001,California,8954.434101,No,Premium,College,2/18/2011,Employed,M,34614
JQ29969,Oregon,4236.468669,No,Premium,Bachelor,1/30/2011,Employed,F,59038
GS50147,Oregon,5234.780561,No,Basic,High School or Below,2/19/2011,Unemployed,M,0
NB10500,California,3939.00637,Yes,Extended,Bachelor,1/28/2011,Employed,F,60021
NM77735,Oregon,8396.605358,No,Basic,Bachelor,2/4/2011,Employed,F,47593
CG36206,California,2141.979314,No,Basic,Bachelor,1/10/2011,Unemployed,M,0
UZ80048,Oregon,6185.9699,No,Extended,College,2/21/2011,Retired,M,28001
UM15297,California,9640.532979,No,Extended,Bachelor,1/27/2011,Employed,F,30431
DW11738,California,4241.636538,No,Basic,Master,2/13/2011,Medical Leave,M,19834
YK92080,California,3436.448003,No,Extended,College,2/1/2011,Employed,F,30509
TO39943,Washington,4897.979559,No,Basic,High School or Below,2/12/2011,Employed,F,30503
JV29414,Oregon,17788.05705,No,Extended,Doctor,2/11/2011,Employed,M,73339
JQ22359,Oregon,3268.323585,No,Extended,College,1/14/2011,Unemployed,F,0
VW84170,Washington,2819.114769,No,Basic,High School or Below,2/7/2011,Employed,F,88067
DA84476,Oregon,7019.177186,Yes,Basic,College,1/23/2011,Retired,M,26806
TV34024,Oregon,4108.257228,No,Basic,High School or Below,1/17/2011,Unemployed,M,0
UO32521,California,2195.911185,No,Basic,High School or Below,1/16/2011,Unemployed,F,0
GR90142,Oregon,3808.122147,Yes,Extended,College,1/28/2011,Employed,F,94903
ZS73935,Washington,23435.72605,No,Basic,High School or Below,1/16/2011,Employed,F,42862
XH71839,Oregon,6739.316292,No,Extended,High School or Below,1/18/2011,Unemployed,M,0
CM48429,California,23554.392,No,Basic,High School or Below,2/7/2011,Employed,M,31157
FS56709,California,2874.074736,No,Basic,Doctor,2/14/2011,Employed,M,44084
IJ52285,Arizona,6135.083838,No,Extended,Master,1/9/2011,Employed,F,43579
UF36172,Oregon,6900.951275,No,Extended,High School or Below,2/22/2011,Unemployed,F,0
LQ71247,Arizona,4524.642758,No,Basic,High School or Below,1/4/2011,Unemployed,F,0
KB25170,Washington,2560.082499,No,Basic,Doctor,1/3/2011,Employed,F,88059
EY19523,Washington,2333.609334,No,Basic,Bachelor,2/2/2011,Disabled,M,25772
CY30418,Washington,5783.175676,No,Basic,College,1/1/2011,Employed,M,72354
XP92021,Oregon,13295.60284,No,Basic,High School or Below,2/27/2011,Employed,F,68009
MQ64736,Washington,3700.420255,No,Extended,Bachelor,2/20/2011,Medical Leave,F,12287
MT67399,Nevada,6488.89559,No,Extended,Bachelor,2/17/2011,Employed,F,95025
HG81172,Arizona,7693.119768,No,Extended,College,1/5/2011,Employed,F,54665
DB34757,Arizona,2630.213326,No,Basic,College,1/14/2011,Employed,M,80129
AM79057,Oregon,2287.91729,No,Basic,Bachelor,2/18/2011,Employed,F,69024
HJ21793,Oregon,4648.539191,No,Extended,Bachelor,1/1/2011,Unemployed,F,0
QH61060,Arizona,9209.41167,No,Basic,High School or Below,2/27/2011,Employed,F,31365
UR40795,Oregon,9269.677845,No,Basic,High School or Below,1/5/2011,Medical Leave,M,27849
KR88393,California,15002.60308,No,Extended,High School or Below,1/19/2011,Disabled,F,19245
YK65946,Oregon,8427.172486,Yes,Extended,Bachelor,2/10/2011,Employed,F,46503
FD21881,Oregon,3011.766294,No,Extended,College,2/14/2011,Employed,M,77912
CG60089,Washington,12898.59142,No,Premium,Bachelor,2/4/2011,Employed,M,37449
AS48176,Oregon,12168.74492,Yes,Basic,Bachelor,2/5/2011,Retired,M,14973
MY55142,Washington,5551.589436,No,Basic,College,2/25/2011,Employed,M,46043
SN94425,Oregon,4541.26342,No,Basic,High School or Below,1/5/2011,Unemployed,F,0
DY69629,Oregon,3096.511217,Yes,Extended,College,2/12/2011,Employed,F,21604
UI73553,Nevada,2359.423599,Yes,Basic,Bachelor,1/11/2011,Disabled,F,19864
CW63533,California,2468.443101,No,Basic,Bachelor,1/8/2011,Employed,M,65876
EY71418,Oregon,25640.24004,No,Premium,Bachelor,1/11/2011,Disabled,F,24695
SK47162,Oregon,3567.503755,Yes,Basic,Bachelor,1/7/2011,Unemployed,M,0
VK43303,Oregon,6019.92547,No,Extended,Bachelor,1/30/2011,Employed,M,68658
SB60942,Arizona,7258.634662,No,Basic,College,1/18/2011,Employed,M,88082
SX29898,California,9111.75642,No,Basic,Bachelor,2/9/2011,Employed,F,54751
ER29107,Oregon,6369.262355,Yes,Extended,High School or Below,1/20/2011,Employed,M,34498
QV13947,Oregon,4425.749642,No,Basic,College,2/25/2011,Employed,M,63597
UO54511,California,4950.250892,No,Basic,High School or Below,1/20/2011,Employed,F,27400
AD18174,California,4837.926404,No,Basic,High School or Below,2/22/2011,Unemployed,F,0
HB48518,Nevada,3891.537785,No,Basic,College,1/17/2011,Employed,M,31409
LC12930,California,4872.01638,No,Basic,Master,1/11/2011,Unemployed,M,0
ZQ22116,Arizona,5310.905647,No,Basic,High School or Below,1/16/2011,Employed,F,73102
XB35510,California,8704.278179,No,Basic,Bachelor,1/5/2011,Employed,M,38072
CV78865,Arizona,2698.010741,No,Basic,High School or Below,2/22/2011,Employed,M,95399
WF75492,Oregon,8360.14874,No,Basic,High School or Below,2/19/2011,Employed,M,48521
WH41844,Oregon,5316.644499,No,Basic,Bachelor,1/27/2011,Employed,F,45856
TU47984,Arizona,3733.034622,No,Extended,College,1/18/2011,Employed,F,21542
IO73222,Washington,5407.745153,No,Basic,Bachelor,1/12/2011,Disabled,F,22555
NJ21108,Oregon,5297.673655,No,Basic,Bachelor,1/4/2011,Employed,F,33832
OH91173,California,3873.647046,Yes,Basic,College,1/20/2011,Retired,M,28142
FT24768,California,6508.759916,No,Extended,Bachelor,2/3/2011,Employed,M,60188
OM92482,Arizona,4834.397455,No,Basic,Bachelor,2/9/2011,Disabled,M,11698
IZ47097,Arizona,2927.216278,No,Basic,Master,2/3/2011,Employed,F,76850
KQ49890,Oregon,5924.667902,No,Basic,High School or Below,1/18/2011,Employed,M,78387
XB15703,California,15262.95878,No,Extended,Bachelor,1/4/2011,Employed,M,80757
GR31499,Oregon,2541.627614,No,Basic,Master,1/19/2011,Employed,F,23692
No59551,California,4904.894731,Yes,Extended,College,2/14/2011,Retired,F,12902
KV17233,Arizona,2434.004911,No,Basic,Bachelor,2/27/2011,Employed,F,23033
OD75777,Oregon,5586.965345,No,Basic,College,1/9/2011,Disabled,F,19280
LD68165,Arizona,26197.41498,Yes,Basic,High School or Below,1/15/2011,Disabled,F,18495
YO14199,Oregon,2609.877842,No,Basic,High School or Below,2/19/2011,Employed,M,30825
RR49534,Oregon,3265.156348,Yes,Extended,Bachelor,1/26/2011,Employed,F,25820
WL69218,Oregon,17435.68167,No,Basic,Bachelor,1/24/2011,Employed,F,54105
JF38079,California,9080.604474,No,Basic,High School or Below,2/21/2011,Employed,M,69853
GY64553,California,4637.034667,No,Premium,Bachelor,1/22/2011,Employed,M,97017
CT11176,California,2615.304467,No,Basic,Bachelor,2/15/2011,Employed,F,24914
WU95334,California,7019.177186,Yes,Basic,College,1/23/2011,Retired,M,26806
BK43823,Oregon,12052.98409,No,Premium,High School or Below,1/3/2011,Employed,F,25419
LK90215,Oregon,2647.519741,Yes,Basic,College,2/20/2011,Employed,M,37876
XH72888,Arizona,15956.02945,No,Extended,High School or Below,1/21/2011,Employed,M,36354
MY89889,Nevada,5039.389325,No,Basic,Bachelor,1/28/2011,Unemployed,F,0
CY33307,California,5583.830065,No,Basic,College,1/13/2011,Employed,F,32403
BC51708,California,5074.841142,No,Basic,High School or Below,2/27/2011,Employed,M,51659
JX78176,California,12045.67286,No,Extended,Bachelor,2/22/2011,Employed,F,55805
GP20237,Nevada,2727.082424,No,Basic,Bachelor,2/27/2011,Employed,F,29286
OY68395,Oregon,55277.44589,No,Basic,High School or Below,1/30/2011,Employed,F,40740
GN18675,California,5080.23973,No,Basic,Bachelor,2/1/2011,Employed,M,70784
EQ75249,Arizona,5838.133617,No,Basic,College,2/3/2011,Employed,F,55419
JV40853,California,27666.30052,No,Extended,High School or Below,2/9/2011,Employed,F,61886
OZ47099,Arizona,2676.948677,No,Basic,Master,1/24/2011,Unemployed,M,0
RB16360,Oregon,5330.593183,No,Extended,High School or Below,2/9/2011,Employed,M,84240
JK26373,California,6305.925101,No,Basic,High School or Below,1/10/2011,Unemployed,M,0
GM88979,Oregon,4746.759537,No,Premium,College,1/2/2011,Employed,F,54050
XM57550,Washington,3423.973171,No,Extended,College,2/10/2011,Disabled,F,29958
SD94067,California,6610.048274,No,Extended,Master,1/20/2011,Employed,F,23616
OY96856,Oregon,8044.872393,Yes,Basic,Bachelor,2/19/2011,Employed,M,71391
FL76894,Washington,4314.174392,No,Basic,High School or Below,2/8/2011,Employed,M,33488
XH72278,Arizona,6715.294284,No,Extended,High School or Below,2/19/2011,Unemployed,M,0
YV49293,Arizona,17646.72772,No,Basic,College,2/9/2011,Employed,F,36900
QV83172,Nevada,41855.17315,No,Extended,High School or Below,2/15/2011,Employed,M,28311
LU18867,Oregon,6620.444259,No,Extended,High School or Below,2/12/2011,Employed,M,25075
CZ25193,Arizona,4078.290374,No,Premium,Bachelor,2/21/2011,Employed,M,57031
VE87035,Oregon,8382.478392,Yes,Basic,Bachelor,1/27/2011,Employed,M,25998
VY27019,Oregon,4807.002259,No,Basic,College,1/29/2011,Unemployed,F,0
GP22382,Oregon,4858.116042,No,Extended,College,1/22/2011,Employed,F,21685
FG15154,California,7240.662339,No,Extended,Bachelor,1/23/2011,Employed,M,32818
NK34682,Oregon,2736.53263,No,Basic,Bachelor,2/20/2011,Employed,M,39492
YQ98465,California,26197.41498,Yes,Basic,High School or Below,1/15/2011,Disabled,F,18495
TY86306,California,2336.286633,No,Basic,College,2/16/2011,Disabled,F,21564
CN19138,Arizona,2254.931708,No,Basic,Bachelor,1/31/2011,Unemployed,F,0
LO14518,California,6376.754915,No,Extended,Bachelor,2/15/2011,Employed,M,27835
No73257,Nevada,2941.828805,No,Basic,Bachelor,1/22/2011,Employed,F,64431
RE80124,Arizona,6199.962422,No,Extended,College,1/5/2011,Unemployed,F,0
WU50951,Washington,6846.150323,Yes,Extended,Bachelor,1/27/2011,Unemployed,F,0
EV66951,Nevada,14032.59376,No,Basic,Master,2/18/2011,Unemployed,M,0
TO37423,Oregon,17569.15979,No,Basic,College,2/18/2011,Employed,M,41463
XF92956,Oregon,2448.859093,No,Basic,High School or Below,1/15/2011,Unemployed,M,0
ZP64637,Arizona,3857.770745,No,Basic,High School or Below,1/29/2011,Unemployed,M,0
JG74360,Arizona,4558.972934,No,Basic,College,2/2/2011,Employed,M,37709
NZ81536,Washington,16710.83929,No,Extended,Doctor,2/7/2011,Employed,F,73049
KT26739,Nevada,3554.845264,Yes,Extended,Master,1/10/2011,Employed,F,58557
YU15037,Arizona,4671.416683,No,Basic,High School or Below,1/21/2011,Unemployed,F,0
YX91403,Arizona,2909.547713,No,Basic,High School or Below,2/7/2011,Employed,F,88944
KS46420,Washington,13411.31102,No,Basic,Master,2/6/2011,Employed,F,26140
TW11712,Arizona,4574.924641,No,Basic,Master,1/15/2011,Employed,M,32906
XY36764,California,2771.045031,Yes,Basic,College,1/11/2011,Employed,F,50071
LQ16286,Oregon,8038.949652,No,Premium,College,2/22/2011,Employed,M,71982
XE86547,Oregon,5143.647642,No,Basic,College,1/10/2011,Employed,M,58443
QS83113,Oregon,5032.386371,No,Basic,Bachelor,1/10/2011,Employed,M,30735
PH97342,Arizona,26197.41498,Yes,Basic,High School or Below,1/15/2011,Disabled,F,18495
VQ47100,Washington,4894.986713,No,Basic,High School or Below,1/28/2011,Employed,F,67436
BE17305,Nevada,3193.459822,No,Extended,Master,2/4/2011,Employed,M,52653
KZ11847,California,5096.673223,Yes,Basic,Master,1/28/2011,Disabled,F,22886
EX73249,Arizona,7706.956035,No,Basic,College,2/12/2011,Unemployed,F,0
JS19054,Oregon,3339.299496,No,Extended,Bachelor,1/9/2011,Employed,F,38821
YH94097,Washington,9575.357152,No,Extended,College,2/5/2011,Unemployed,M,0
UQ19505,Oregon,3557.196138,No,Extended,College,1/4/2011,Employed,F,39075
YI95574,Arizona,3587.359906,No,Extended,High School or Below,2/18/2011,Disabled,M,16049
JQ84105,Oregon,2360.601748,No,Basic,High School or Below,1/21/2011,Unemployed,F,0
NU61528,Washington,3023.887488,No,Extended,Doctor,1/17/2011,Disabled,M,28383
FQ20031,Oregon,10926.69497,No,Premium,High School or Below,1/9/2011,Employed,M,29418
XX32359,California,5325.724541,Yes,Basic,High School or Below,2/21/2011,Unemployed,M,0
BP69529,Arizona,9915.90229,No,Extended,Bachelor,1/23/2011,Employed,M,30604
LI60972,Arizona,5017.610845,No,Basic,College,2/23/2011,Employed,F,91804
HQ60388,Oregon,8625.836992,No,Basic,High School or Below,1/21/2011,Employed,F,50446
KE66309,California,8432.519368,No,Basic,College,2/22/2011,Employed,M,87728
YT56442,California,2642.932059,No,Basic,College,1/20/2011,Employed,M,58729
VH51235,Arizona,3097.915845,No,Extended,Bachelor,2/14/2011,Unemployed,F,0
SF18484,Oregon,19837.30548,No,Basic,Master,2/24/2011,Unemployed,F,0
HW99293,Arizona,2869.743883,No,Basic,Bachelor,1/21/2011,Employed,M,21234
QR57598,Oregon,4927.068115,No,Basic,Bachelor,2/17/2011,Unemployed,M,0
FY27460,California,4285.575678,No,Basic,College,1/8/2011,Employed,M,47823
YQ75801,Arizona,8874.551335,No,Basic,High School or Below,1/26/2011,Employed,F,84731
LP48634,California,2578.835541,No,Basic,High School or Below,2/26/2011,Employed,F,59974
EI32190,Arizona,6920.999642,No,Extended,Doctor,1/6/2011,Employed,M,67534
WS68402,Oregon,2349.957291,No,Basic,Bachelor,2/11/2011,Unemployed,M,0
ND43316,Oregon,4027.703503,No,Basic,High School or Below,2/10/2011,Employed,M,27782
HW94513,Nevada,8481.310791,No,Basic,High School or Below,1/2/2011,Employed,M,67197
ZS72533,Oregon,5191.446028,No,Basic,High School or Below,2/9/2011,Employed,M,86451
RZ97154,Arizona,3572.49065,No,Extended,Bachelor,1/26/2011,Employed,M,56768
LK73198,Washington,4869.240839,No,Basic,High School or Below,1/29/2011,Employed,F,55593
RS29507,Arizona,10395.70939,No,Extended,Bachelor,2/10/2011,Unemployed,F,0
XJ39660,Oregon,5297.918924,No,Basic,Bachelor,2/9/2011,Employed,F,66203
PK47936,Washington,8750.710415,No,Premium,High School or Below,1/5/2011,Employed,F,25806
EU95973,California,14941.90379,No,Basic,Bachelor,2/5/2011,Disabled,F,22978
OU40102,Oregon,6503.397049,Yes,Extended,High School or Below,2/19/2011,Disabled,F,22081
RC67125,Arizona,10110.96161,No,Extended,College,1/8/2011,Employed,F,96506
NK53902,Oregon,6459.640843,No,Extended,High School or Below,1/27/2011,Employed,M,23235
RH70599,Arizona,2769.252177,No,Basic,Bachelor,2/8/2011,Employed,M,40506
RR64429,California,6778.84457,No,Extended,High School or Below,2/25/2011,Unemployed,M,0
IW99237,Oregon,4492.518464,No,Basic,Bachelor,2/12/2011,Unemployed,M,0
PZ94965,California,5733.213979,No,Basic,High School or Below,2/4/2011,Employed,F,79955
PV77228,Arizona,3230.576665,Yes,Extended,College,1/5/2011,Employed,M,62873
EX63393,California,6314.492009,No,Extended,Master,2/27/2011,Employed,F,66947
QV26574,Washington,6013.73829,No,Extended,College,1/10/2011,Medical Leave,M,25646
ZL29593,Arizona,2180.084066,No,Basic,College,2/9/2011,Unemployed,F,0
TU67471,Washington,20096.89337,Yes,Basic,High School or Below,1/1/2011,Employed,F,92766
FD45309,Oregon,5568.947534,Yes,Extended,High School or Below,1/1/2011,Unemployed,M,0
AH58807,Arizona,51426.24815,No,Basic,College,1/9/2011,Employed,F,84650
CX58204,Nevada,8079.833042,No,Basic,High School or Below,2/2/2011,Disabled,F,13050
TE35954,Arizona,2674.730716,Yes,Basic,College,2/15/2011,Employed,M,56342
XO70106,Oregon,12421.86213,No,Basic,Bachelor,1/14/2011,Employed,M,58781
OW20992,California,2311.118403,No,Basic,High School or Below,1/18/2011,Unemployed,M,0
JV44724,Arizona,10255.80275,No,Basic,Bachelor,1/23/2011,Unemployed,M,0
PI96349,California,22103.5072,Yes,Basic,College,1/30/2011,Unemployed,M,0
NA82031,Washington,2962.982516,No,Basic,College,2/5/2011,Employed,F,71809
YH86106,Arizona,5764.862315,No,Basic,Bachelor,2/11/2011,Employed,M,40238
DI82448,California,4700.421406,No,Basic,Bachelor,1/4/2011,Unemployed,M,0
HL97125,Nevada,4669.22664,Yes,Premium,High School or Below,2/14/2011,Employed,F,76157
NB18234,Nevada,5384.015304,No,Basic,College,2/11/2011,Employed,F,30514
KH53118,California,7505.768149,No,Basic,Bachelor,2/26/2011,Employed,F,44485
UX94928,Arizona,10551.1476,No,Basic,High School or Below,2/14/2011,Employed,M,50941
HO94329,Arizona,25900.19716,No,Basic,College,1/14/2011,Employed,M,53105
LW64678,California,51016.06704,No,Premium,Master,2/19/2011,Employed,F,25167
CE11308,Washington,3575.04124,No,Extended,College,1/22/2011,Employed,M,30244
DC46685,California,11638.89947,Yes,Basic,College,1/26/2011,Medical Leave,F,25370
LM69036,Oregon,14050.17358,No,Basic,Master,1/10/2011,Unemployed,M,0
MM83308,Arizona,2379.825871,No,Basic,High School or Below,2/21/2011,Employed,M,69202
GL33494,Oregon,5460.373249,No,Basic,Master,2/15/2011,Employed,F,31530
BH61054,California,6269.592055,No,Extended,College,1/10/2011,Employed,F,61040
OJ77448,Arizona,8709.847614,No,Basic,Bachelor,2/15/2011,Employed,F,85185
IN10489,Nevada,5024.777578,No,Basic,Master,2/16/2011,Employed,F,78772
FY32647,California,12515.18061,No,Basic,College,1/16/2011,Unemployed,M,0
YP17198,Oregon,22325.82746,No,Basic,Master,1/5/2011,Employed,M,99241
RB79317,Arizona,3059.056323,No,Extended,Bachelor,1/30/2011,Unemployed,F,0
IE49043,Nevada,6698.974274,No,Basic,College,1/10/2011,Disabled,F,21114
ZL82075,Nevada,5479.555081,Yes,Basic,Master,1/13/2011,Employed,M,56005
DV24592,Oregon,2472.469209,Yes,Basic,College,1/20/2011,Employed,F,63860
XF89906,Arizona,58207.12842,No,Extended,High School or Below,1/13/2011,Disabled,M,29295
AD71478,Arizona,3430.316936,No,Extended,High School or Below,2/10/2011,Employed,M,54339
SE15781,California,2396.219292,Yes,Basic,Bachelor,1/10/2011,Unemployed,F,0
YG71375,Nevada,5964.345179,No,Basic,College,1/28/2011,Employed,F,98078
KH95802,Arizona,2605.599527,No,Basic,College,2/14/2011,Employed,M,20592
FW16824,Oregon,4758.19231,No,Basic,High School or Below,1/22/2011,Employed,M,72805
FK17363,Washington,5154.051492,No,Extended,High School or Below,2/2/2011,Employed,F,55645
DK66277,California,2805.176489,No,Basic,High School or Below,1/14/2011,Employed,M,98859
FX67699,Oregon,4250.282624,Yes,Basic,High School or Below,1/18/2011,Unemployed,F,0
LC92080,Oregon,7247.736708,No,Basic,College,1/1/2011,Employed,M,23541
CQ57225,California,5008.789971,No,Basic,Bachelor,1/16/2011,Unemployed,M,0
AM53473,Arizona,5821.787383,No,Basic,Bachelor,2/13/2011,Employed,F,60087
TE50227,Arizona,18898.32653,No,Extended,College,1/14/2011,Unemployed,M,0
IS45756,Arizona,4756.913057,No,Extended,College,1/7/2011,Employed,F,48938
QA71190,California,8083.917906,No,Premium,Bachelor,2/18/2011,Employed,F,31506
LD53393,California,7417.406267,No,Basic,Bachelor,1/22/2011,Employed,M,67454
JO35068,Nevada,2538.62632,Yes,Basic,Bachelor,2/17/2011,Retired,M,18608
EC71857,Washington,2432.958093,No,Basic,Doctor,1/8/2011,Employed,F,28519
LB19360,Nevada,4170.687348,Yes,Basic,Master,1/17/2011,Employed,F,29462
RM70340,Oregon,2489.662064,No,Basic,High School or Below,2/7/2011,Unemployed,M,0
YL34043,Nevada,3758.950734,No,Extended,Bachelor,1/7/2011,Employed,F,58300
BQ88033,Oregon,42389.00791,No,Extended,College,2/17/2011,Employed,M,82554
SG46572,California,29830.38714,No,Basic,High School or Below,1/2/2011,Unemployed,F,0
LT94367,California,26134.90739,No,Basic,College,1/16/2011,Unemployed,M,0
FV83989,Arizona,2453.570794,Yes,Basic,Bachelor,2/9/2011,Medical Leave,M,29735
WO80705,Arizona,2855.925747,No,Basic,Bachelor,2/14/2011,Employed,F,50738
CT51200,Oregon,5771.610372,No,Basic,High School or Below,2/17/2011,Employed,F,65709
IX65163,California,8098.51111,No,Extended,College,1/21/2011,Unemployed,M,0
AP32891,Arizona,3432.961074,No,Extended,High School or Below,1/26/2011,Unemployed,M,0
AY29281,Arizona,9408.343519,No,Extended,Bachelor,1/10/2011,Unemployed,F,0
UK18731,California,5595.971365,No,Basic,Bachelor,1/27/2011,Retired,F,19651
JT32550,Washington,7260.833833,No,Basic,High School or Below,1/30/2011,Unemployed,M,0
MT91823,Arizona,13438.04189,No,Basic,College,1/21/2011,Employed,F,69693
FI11096,Arizona,7324.285428,No,Basic,High School or Below,1/8/2011,Unemployed,F,0
QF13998,California,2357.801509,No,Basic,College,2/11/2011,Unemployed,F,0
BC35753,Arizona,2671.295549,No,Basic,College,1/18/2011,Employed,F,45525
LX74249,Oregon,2938.814981,No,Basic,Bachelor,2/28/2011,Employed,F,96765
VX43756,Oregon,4911.002585,No,Basic,College,1/27/2011,Employed,M,32903
JZ61928,California,5498.940679,Yes,Basic,College,2/5/2011,Medical Leave,M,22520
DT59560,California,4757.242856,No,Premium,High School or Below,2/25/2011,Employed,F,67486
CI99444,Nevada,2926.886293,No,Basic,College,2/22/2011,Employed,F,92381
JF25129,California,8509.850887,Yes,Basic,Master,1/31/2011,Disabled,M,26057
YB57848,Oregon,9928.986032,No,Extended,Doctor,1/2/2011,Employed,F,75716
DJ27518,California,10089.79095,No,Extended,High School or Below,1/1/2011,Employed,F,63657
DO95670,Arizona,5073.282126,Yes,Extended,Doctor,1/30/2011,Employed,M,57709
WV53830,Oregon,16301.9676,Yes,Extended,Master,2/17/2011,Retired,F,19614
LY30169,California,3360.269641,No,Extended,High School or Below,1/23/2011,Employed,M,75216
AH41449,Nevada,7907.133288,No,Basic,College,2/14/2011,Employed,M,24666
GV21882,Nevada,28328.46548,No,Basic,High School or Below,1/19/2011,Medical Leave,F,20799
FH14955,California,4467.705159,No,Basic,College,1/21/2011,Unemployed,M,0
JA60749,Oregon,9035.671134,Yes,Premium,High School or Below,1/21/2011,Employed,F,34337
PB81005,Oregon,5364.469352,No,Extended,Bachelor,2/10/2011,Employed,M,53562
OY88200,Nevada,2706.606128,No,Basic,College,1/5/2011,Medical Leave,F,22664
ZT72561,Arizona,6167.854162,No,Premium,High School or Below,1/17/2011,Employed,M,27289
ZF95586,Arizona,2476.046413,No,Basic,Master,1/12/2011,Employed,F,54831
LV44800,California,3056.990764,No,Extended,High School or Below,1/7/2011,Employed,F,78310
FC46260,California,5217.513287,Yes,Basic,Bachelor,2/17/2011,Employed,F,39854
HY68437,Oregon,6744.190752,No,Extended,High School or Below,2/3/2011,Unemployed,M,0
XL50897,Arizona,15739.92367,No,Extended,Master,2/22/2011,Employed,F,48096
AR83514,Arizona,7153.671737,No,Extended,High School or Below,1/7/2011,Employed,F,59522
NA43540,Washington,8263.482214,No,Extended,High School or Below,2/11/2011,Unemployed,M,0
JP22499,California,3142.739611,No,Extended,Bachelor,1/10/2011,Employed,M,43285
KW84736,California,2691.596929,No,Basic,College,1/8/2011,Employed,M,33104
EU21305,Arizona,2500.837384,No,Basic,College,2/4/2011,Employed,M,56172
YT96284,Oregon,3728.873486,No,Extended,Master,2/12/2011,Employed,M,83632
RH96816,Arizona,2937.165583,No,Extended,Bachelor,2/2/2011,Unemployed,F,0
JB20173,California,10391.78109,No,Extended,Bachelor,2/4/2011,Employed,M,81439
RR73059,California,2994.351694,No,Basic,College,1/29/2011,Employed,F,55911
CH38655,Oregon,14203.6226,No,Basic,Bachelor,1/16/2011,Employed,M,90456
IG12691,Arizona,4490.549093,No,Basic,Bachelor,1/19/2011,Unemployed,F,0
NZ60700,Washington,10963.95723,Yes,Premium,High School or Below,2/8/2011,Employed,M,55687
JL21509,California,3508.569533,Yes,Extended,College,1/5/2011,Medical Leave,M,20978
GR76453,Oregon,4942.873707,No,Basic,High School or Below,1/23/2011,Employed,M,82093
US63915,Arizona,6218.662593,No,Premium,High School or Below,2/4/2011,Employed,M,51944
VY30333,Nevada,6156.363979,No,Extended,College,1/8/2011,Employed,M,78824
AC42963,California,21423.63723,Yes,Basic,Bachelor,1/3/2011,Unemployed,M,0
AT89553,California,5926.729379,Yes,Extended,College,1/25/2011,Retired,M,23091
DN76322,Oregon,10295.46521,No,Extended,College,2/17/2011,Employed,F,24723
EZ48093,Arizona,2710.811423,No,Basic,Bachelor,2/9/2011,Employed,M,31998
DA34555,California,3363.004143,No,Extended,College,2/20/2011,Employed,F,80138
RK63095,California,3122.984111,No,Extended,College,1/1/2011,Employed,M,72916
OG69038,Washington,6220.765007,No,Basic,High School or Below,2/5/2011,Unemployed,F,0
SO98684,California,3455.17183,No,Extended,High School or Below,2/21/2011,Unemployed,F,0
BZ85306,California,11855.13545,No,Premium,Bachelor,2/17/2011,Unemployed,F,0
EV14479,California,7163.796624,No,Extended,Bachelor,2/3/2011,Employed,M,44527
YD71702,Oregon,3157.551595,No,Extended,Bachelor,2/2/2011,Employed,M,46655
UC69263,California,8336.08382,No,Basic,Bachelor,2/16/2011,Unemployed,M,0
DH25145,Arizona,5809.261551,No,Basic,High School or Below,1/30/2011,Employed,F,26975
KU94282,Oregon,10016.28847,No,Basic,Master,1/16/2011,Employed,F,62900
UT18598,California,4914.731004,No,Basic,Bachelor,2/24/2011,Disabled,F,14232
DA40009,Washington,2750.540853,No,Basic,Bachelor,2/8/2011,Employed,F,34200
HU87011,California,5677.309793,No,Extended,Bachelor,1/9/2011,Unemployed,F,0
EK40672,California,2393.1169,No,Basic,College,1/25/2011,Medical Leave,M,22981
ZH92587,Oregon,8126.766397,No,Basic,College,2/22/2011,Disabled,F,14616
EJ95100,California,2774.799523,No,Basic,Master,1/20/2011,Unemployed,F,0
WS56675,Oregon,4300.901435,No,Premium,High School or Below,1/6/2011,Employed,F,88590
UF28233,Washington,5221.14469,No,Basic,High School or Below,2/3/2011,Employed,F,60445
HQ76003,Nevada,12383.5306,No,Basic,High School or Below,1/4/2011,Employed,F,40602
SS90882,Oregon,7680.748159,No,Basic,College,1/6/2011,Employed,F,66795
ZN71189,Oregon,4014.453113,Yes,Extended,Doctor,1/8/2011,Employed,F,37384
VX85673,Arizona,4250.282624,Yes,Basic,High School or Below,1/18/2011,Unemployed,F,0
NP19156,Arizona,4624.557568,No,Basic,Master,1/1/2011,Employed,F,28264
