CustomerID,LocationCode,MaritalStatus,MonthlyPremiumAuto,MonthsSinceLastClaim,MonthsSincePolicyInception,NumberofOpenComplaints,NumberofPolicies,PolicyType,Policy,RenewOfferType,SalesChannel,TotalClaimAmount,VehicleClass,VehicleSize
YN61339,Suburban,Married,107,9,18,0,1,Personal Auto,Personal L1,Offer2,Branch,513.6,Four-Door Car,Medsize
FP45327,Suburban,Married,116,11,42,0,5,Personal Auto,Personal L2,Offer2,Call Center,556.8,SUV,Medsize
IZ26849,Suburban,Married,69,0,66,0,8,Personal Auto,Personal L3,Offer2,Branch,331.2,Two-Door Car,Small
YY16391,Suburban,Single,119,9,74,0,2,Personal Auto,Personal L2,Offer3,Call Center,856.8,Four-Door Car,Medsize
GX44284,Rural,Divorced,66,28,73,0,1,Personal Auto,Personal L3,Offer1,Branch,93.128128,Four-Door Car,Medsize
LV14566,Suburban,Divorced,183,1,85,0,1,Personal Auto,Personal L1,Offer4,Branch,878.4,Luxury Car,Large
KQ50003,Urban,Divorced,99,9,64,0,2,Special Auto,Special L1,Offer1,Branch,319.105565,Four-Door Car,Medsize
IW87075,Rural,Single,67,14,53,4,2,Personal Auto,Personal L3,Offer1,Call Center,54.628741,Four-Door Car,Medsize
QY46560,Suburban,Single,65,8,50,0,1,Personal Auto,Personal L2,Offer2,Agent,460.379966,Two-Door Car,Medsize
PD79570,Suburban,Single,116,6,87,0,1,Personal Auto,Personal L3,Offer2,Agent,1065.617464,Four-Door Car,Small
IM78342,Suburban,Married,122,19,72,2,3,Personal Auto,Personal L3,Offer1,Branch,585.6,SUV,Medsize
NT19879,Suburban,Married,64,5,20,2,5,Personal Auto,Personal L3,Offer1,Call Center,307.2,Four-Door Car,Large
SW98498,Urban,Single,88,32,22,0,2,Personal Auto,Personal L1,Offer3,Call Center,253.056709,Four-Door Car,Medsize
WL42517,Suburban,Single,107,17,81,0,1,Personal Auto,Personal L3,Offer1,Call Center,549.986128,SUV,Medsize
LR82946,Suburban,Single,195,20,61,0,1,Personal Auto,Personal L3,Offer3,Branch,1404,Luxury SUV,Medsize
KT61396,Rural,Married,95,20,50,0,1,Corporate Auto,Corporate L2,Offer2,Branch,50.171541,Two-Door Car,Small
GD56260,Rural,Married,71,3,14,0,1,Personal Auto,Personal L3,Offer1,Agent,82.415457,Two-Door Car,Medsize
YD45660,Suburban,Married,118,0,37,0,3,Personal Auto,Personal L3,Offer4,Call Center,566.4,SUV,Medsize
XN50058,Suburban,Single,111,31,28,0,8,Corporate Auto,Corporate L3,Offer1,Agent,532.8,Four-Door Car,Medsize
QO61775,Rural,Single,115,11,47,0,1,Personal Auto,Personal L2,Offer2,Agent,242.099049,SUV,Medsize
PZ67684,Suburban,Single,181,6,21,0,3,Personal Auto,Personal L2,Offer1,Agent,868.8,Luxury SUV,Small
IK77998,Suburban,Single,74,7,63,0,1,Personal Auto,Personal L2,Offer1,Agent,851.022089,Four-Door Car,Medsize
FL96333,Urban,Married,78,21,76,0,8,Personal Auto,Personal L3,Offer2,Web,330.872532,Two-Door Car,Medsize
EI58541,Suburban,Married,72,11,3,0,1,Personal Auto,Personal L3,Offer2,Branch,345.6,Two-Door Car,Large
WW68250,Suburban,Married,68,23,97,0,1,Personal Auto,Personal L3,Offer2,Agent,326.4,Four-Door Car,Small
XT19780,Suburban,Married,62,4,25,0,9,Personal Auto,Personal L3,Offer1,Branch,440.189611,Two-Door Car,Small
SE44262,Suburban,Married,78,26,14,0,1,Personal Auto,Personal L3,Offer1,Agent,374.4,Four-Door Car,Medsize
GO86980,Suburban,Married,65,35,72,0,3,Corporate Auto,Corporate L2,Offer4,Call Center,421.563772,Two-Door Car,Small
ZB69355,Suburban,Married,107,31,60,0,1,Personal Auto,Personal L3,Offer1,Call Center,513.6,Sports Car,Large
TM12486,Suburban,Single,85,23,5,0,1,Personal Auto,Personal L3,Offer3,Web,612,Four-Door Car,Small
NB86870,Suburban,Divorced,63,4,52,0,2,Personal Auto,Personal L3,Offer2,Agent,685.12694,Four-Door Car,Medsize
SS12362,Suburban,Single,88,16,8,0,2,Special Auto,Special L3,Offer2,Agent,633.6,Four-Door Car,Medsize
VW58299,Suburban,Divorced,115,2,75,0,2,Personal Auto,Personal L3,Offer1,Branch,828,SUV,Medsize
TG37039,Suburban,Single,87,31,9,0,9,Personal Auto,Personal L3,Offer1,Branch,712.40122,Four-Door Car,Medsize
RO25639,Urban,Married,69,18,36,3,9,Personal Auto,Personal L3,Offer2,Branch,292.274846,Four-Door Car,Medsize
JK35644,Urban,Single,96,19,38,0,1,Corporate Auto,Corporate L1,Offer4,Agent,313.351134,Four-Door Car,Medsize
DK69871,Urban,Divorced,67,13,48,0,2,Personal Auto,Personal L3,Offer1,Call Center,175.97506,Four-Door Car,Medsize
OU43146,Suburban,Married,194,17,40,1,3,Personal Auto,Personal L3,Offer2,Agent,1067.291208,Luxury SUV,Medsize
KN47424,Urban,Married,71,20,78,4,3,Personal Auto,Personal L3,Offer1,Agent,180.340069,Four-Door Car,Medsize
ZX80668,Suburban,Single,117,5,90,1,2,Personal Auto,Personal L3,Offer1,Branch,561.6,SUV,Medsize
OI80614,Suburban,Married,84,33,70,0,7,Personal Auto,Personal L3,Offer2,Agent,599.000883,Two-Door Car,Medsize
JA44693,Suburban,Divorced,68,5,36,0,2,Personal Auto,Personal L3,Offer3,Branch,350.207614,Four-Door Car,Small
FI61059,Suburban,Single,67,0,71,1,3,Personal Auto,Personal L3,Offer3,Call Center,482.4,Four-Door Car,Medsize
ZF81243,Rural,Divorced,111,18,63,0,1,Personal Auto,Personal L1,Offer2,Agent,60.036683,Four-Door Car,Medsize
XD19934,Rural,Single,88,8,2,0,2,Personal Auto,Personal L3,Offer2,Web,117.470445,Four-Door Car,Medsize
TA77711,Suburban,Married,109,11,23,0,9,Personal Auto,Personal L3,Offer3,Branch,527.759702,SUV,Small
PS92059,Rural,Married,74,17,40,0,3,Corporate Auto,Corporate L3,Offer2,Branch,10.68564,Four-Door Car,Medsize
TT19625,Suburban,Married,191,21,14,0,8,Personal Auto,Personal L3,Offer1,Branch,981.010879,Luxury Car,Medsize
EV95033,Suburban,Married,63,15,67,0,1,Special Auto,Special L2,Offer3,Web,392.235698,Two-Door Car,Small
CS30775,Suburban,Single,64,3,53,1,7,Personal Auto,Personal L3,Offer4,Web,535.953661,Two-Door Car,Small
CI51999,Suburban,Married,114,25,36,1,3,Personal Auto,Personal L1,Offer1,Branch,732.050007,SUV,Medsize
HK96298,Rural,Divorced,70,0,96,0,1,Personal Auto,Personal L2,Offer4,Agent,104.209216,Four-Door Car,Large
UO59377,Suburban,Divorced,90,18,84,0,2,Personal Auto,Personal L3,Offer1,Agent,571.479602,Four-Door Car,Large
OU99581,Rural,Married,70,21,65,0,2,Personal Auto,Personal L2,Offer2,Call Center,50.40447,Four-Door Car,Large
SN63066,Urban,Married,182,30,84,0,1,Personal Auto,Personal L2,Offer2,Branch,532.089467,Luxury Car,Medsize
DK92504,Suburban,Married,219,30,69,0,1,Corporate Auto,Corporate L1,Offer3,Branch,1051.2,Luxury Car,Small
DW72437,Urban,Married,68,13,79,0,1,Personal Auto,Personal L2,Offer3,Call Center,315.353519,Two-Door Car,Medsize
GE49670,Suburban,Married,101,6,43,0,9,Personal Auto,Personal L3,Offer3,Branch,549.692452,Four-Door Car,Medsize
TK38409,Suburban,Divorced,66,6,27,0,1,Personal Auto,Personal L3,Offer1,Agent,316.8,Two-Door Car,Medsize
OD89873,Urban,Married,67,29,39,0,2,Corporate Auto,Corporate L1,Offer2,Agent,284.000172,Four-Door Car,Medsize
KW41658,Suburban,Divorced,71,21,22,3,1,Personal Auto,Personal L3,Offer4,Call Center,340.8,Four-Door Car,Medsize
UZ35113,Rural,Married,124,11,36,0,3,Special Auto,Special L2,Offer3,Branch,128.535182,SUV,Medsize
HO81102,Suburban,Divorced,61,2,73,0,7,Personal Auto,Personal L3,Offer1,Agent,292.8,Four-Door Car,Medsize
SM42781,Urban,Married,195,9,33,1,5,Personal Auto,Personal L2,Offer1,Web,669.037562,Luxury SUV,Small
TB40283,Suburban,Divorced,139,5,56,0,2,Corporate Auto,Corporate L2,Offer1,Call Center,667.2,SUV,Medsize
CR76145,Suburban,Married,105,3,92,0,1,Personal Auto,Personal L2,Offer1,Branch,504,Four-Door Car,Large
TK45392,Urban,Married,65,10,56,1,3,Personal Auto,Personal L2,Offer2,Agent,288.572108,Four-Door Car,Medsize
JN78502,Suburban,Married,116,21,64,0,3,Special Auto,Special L3,Offer4,Web,556.8,SUV,Small
KZ60207,Suburban,Married,62,31,0,0,3,Personal Auto,Personal L2,Offer4,Agent,297.6,Four-Door Car,Small
BR50492,Urban,Married,137,34,82,0,2,Personal Auto,Personal L1,Offer1,Call Center,595.369784,SUV,Medsize
ES21306,Suburban,Single,125,10,43,0,9,Personal Auto,Personal L3,Offer1,Branch,615.562164,SUV,Small
AT29024,Suburban,Married,61,10,72,0,7,Corporate Auto,Corporate L2,Offer2,Agent,311.84034,Four-Door Car,Small
NP23146,Urban,Married,66,33,37,0,4,Special Auto,Special L2,Offer3,Branch,211.515893,Two-Door Car,Medsize
SY48471,Urban,Married,64,29,26,0,5,Personal Auto,Personal L2,Offer1,Agent,253.193647,Four-Door Car,Medsize
GJ47397,Suburban,Married,115,21,78,0,2,Special Auto,Special L2,Offer2,Agent,552,SUV,Medsize
CE69971,Rural,Married,98,23,35,1,7,Personal Auto,Personal L3,Offer1,Agent,136.248799,Four-Door Car,Medsize
GM54859,Suburban,Single,88,16,80,0,6,Personal Auto,Personal L2,Offer3,Agent,633.6,Two-Door Car,Large
WY27579,Rural,Single,93,22,10,0,5,Personal Auto,Personal L3,Offer2,Web,36.105928,Two-Door Car,Large
ZT87452,Rural,Divorced,84,8,49,0,1,Personal Auto,Personal L1,Offer2,Web,161.231812,Four-Door Car,Small
JM35350,Suburban,Married,73,29,68,1,5,Special Auto,Special L3,Offer2,Agent,413.269261,Two-Door Car,Medsize
PT40521,Suburban,Single,123,1,67,3,1,Corporate Auto,Corporate L1,Offer1,Agent,590.4,SUV,Medsize
TN71469,Suburban,Single,110,33,0,0,1,Personal Auto,Personal L3,Offer2,Web,700.004018,SUV,Medsize
GE26813,Suburban,Divorced,66,18,66,0,6,Personal Auto,Personal L3,Offer1,Call Center,475.2,Four-Door Car,Small
LU37653,Urban,Married,84,16,0,0,2,Corporate Auto,Corporate L3,Offer4,Call Center,224.265232,Four-Door Car,Medsize
QW40254,Suburban,Married,67,20,99,0,3,Personal Auto,Personal L3,Offer4,Agent,321.6,Four-Door Car,Medsize
MH76107,Rural,Married,100,33,86,0,1,Personal Auto,Personal L3,Offer2,Agent,121.928014,Sports Car,Medsize
ZH28728,Suburban,Married,172,5,33,0,1,Personal Auto,Personal L3,Offer1,Call Center,825.6,SUV,Medsize
SF29524,Suburban,Divorced,62,10,34,0,5,Personal Auto,Personal L1,Offer3,Branch,297.6,Four-Door Car,Small
WT21922,Rural,Married,110,35,58,0,2,Corporate Auto,Corporate L1,Offer1,Branch,134.120531,Sports Car,Medsize
WZ56476,Suburban,Married,84,18,25,1,4,Personal Auto,Personal L3,Offer1,Agent,481.025786,Four-Door Car,Medsize
PP62909,Rural,Single,109,28,96,0,2,Special Auto,Special L2,Offer1,Agent,30.989755,Sports Car,Medsize
XY57950,Suburban,Divorced,99,0,71,0,1,Special Auto,Special L2,Offer1,Branch,475.2,Four-Door Car,Medsize
RA97108,Suburban,Single,91,21,23,0,3,Personal Auto,Personal L2,Offer3,Call Center,436.8,Four-Door Car,Medsize
LT57545,Rural,Married,73,33,76,0,5,Personal Auto,Personal L2,Offer1,Web,106.814987,Four-Door Car,Medsize
MM97107,Suburban,Married,103,5,61,0,2,Personal Auto,Personal L2,Offer1,Agent,494.4,Two-Door Car,Medsize
PO26937,Rural,Married,101,6,73,0,8,Corporate Auto,Corporate L3,Offer3,Web,94.338814,Four-Door Car,Medsize
GJ99406,Rural,Married,93,30,66,0,5,Corporate Auto,Corporate L2,Offer2,Call Center,7.345946,Two-Door Car,Small
LU86185,Suburban,Single,122,15,47,0,9,Corporate Auto,Corporate L2,Offer1,Branch,650.52179,Sports Car,Medsize
RO82935,Suburban,Married,63,34,90,4,2,Personal Auto,Personal L3,Offer1,Web,302.4,Two-Door Car,Small
SC47383,Rural,Married,62,18,82,0,2,Corporate Auto,Corporate L2,Offer1,Branch,71.678412,Four-Door Car,Medsize
LV27997,Urban,Married,64,23,19,0,2,Personal Auto,Personal L2,Offer2,Web,268.471802,Four-Door Car,Medsize
RJ32720,Suburban,Divorced,90,8,20,3,2,Personal Auto,Personal L3,Offer1,Web,501.26513,Four-Door Car,Medsize
KR90607,Suburban,Single,101,16,59,0,1,Personal Auto,Personal L1,Offer1,Agent,862.49778,SUV,Medsize
PZ95949,Suburban,Married,92,24,95,4,1,Personal Auto,Personal L3,Offer1,Branch,441.6,Two-Door Car,Medsize
GI25850,Rural,Married,62,2,24,1,2,Personal Auto,Personal L3,Offer3,Call Center,9.832575,Four-Door Car,Medsize
QH60569,Rural,Married,99,1,74,0,2,Personal Auto,Personal L3,Offer1,Agent,133.103003,Two-Door Car,Medsize
II27516,Suburban,Married,80,5,72,0,3,Personal Auto,Personal L3,Offer2,Call Center,384,Two-Door Car,Large
QI21338,Suburban,Married,116,15,80,0,1,Personal Auto,Personal L3,Offer2,Call Center,556.8,Two-Door Car,Small
HG83893,Suburban,Married,113,11,91,0,5,Personal Auto,Personal L2,Offer3,Agent,542.4,SUV,Medsize
RN66346,Rural,Divorced,73,31,30,1,2,Personal Auto,Personal L3,Offer3,Agent,119.062347,Two-Door Car,Medsize
RS53995,Rural,Married,66,16,26,4,2,Corporate Auto,Corporate L1,Offer2,Web,78.452298,Two-Door Car,Large
TD90177,Urban,Single,69,13,15,0,1,Personal Auto,Personal L2,Offer2,Agent,300.056383,Four-Door Car,Medsize
FP11025,Urban,Married,101,6,36,0,3,Special Auto,Special L3,Offer3,Branch,282.458203,SUV,Large
SA62385,Suburban,Married,99,0,86,0,3,Personal Auto,Personal L3,Offer1,Call Center,523.701824,Four-Door Car,Medsize
NL68893,Rural,Married,62,2,2,0,1,Personal Auto,Personal L3,Offer1,Call Center,91.229768,Four-Door Car,Small
LA31975,Suburban,Single,194,23,34,0,7,Personal Auto,Personal L3,Offer1,Branch,931.2,Luxury SUV,Small
RM31359,Suburban,Married,78,15,92,0,1,Corporate Auto,Corporate L3,Offer3,Agent,374.4,Four-Door Car,Small
WM19996,Urban,Divorced,109,2,46,1,3,Corporate Auto,Corporate L3,Offer1,Call Center,487.273964,SUV,Medsize
SU32452,Rural,Divorced,81,17,52,0,1,Personal Auto,Personal L3,Offer1,Agent,41.182611,Four-Door Car,Small
MZ79386,Rural,Married,86,5,63,0,9,Personal Auto,Personal L3,Offer2,Call Center,72.86746,Four-Door Car,Small
OY15095,Suburban,Single,97,20,9,4,7,Personal Auto,Personal L3,Offer1,Agent,609.046345,Two-Door Car,Medsize
UV99893,Rural,Married,72,34,45,1,1,Corporate Auto,Corporate L3,Offer2,Call Center,28.126402,Two-Door Car,Small
LD48189,Suburban,Divorced,76,16,56,0,3,Personal Auto,Personal L2,Offer2,Agent,547.2,Four-Door Car,Medsize
EK13316,Suburban,Married,67,32,10,0,3,Personal Auto,Personal L3,Offer2,Web,343.340361,Four-Door Car,Large
FE82005,Suburban,Single,63,22,93,0,1,Personal Auto,Personal L3,Offer1,Call Center,302.4,Four-Door Car,Medsize
BL44708,Suburban,Single,70,34,10,0,2,Personal Auto,Personal L2,Offer1,Branch,504,Two-Door Car,Small
PQ65328,Rural,Married,74,11,77,5,1,Personal Auto,Personal L3,Offer2,Call Center,93.951709,Four-Door Car,Medsize
AA56476,Suburban,Single,71,25,29,0,3,Corporate Auto,Corporate L2,Offer2,Call Center,340.8,Four-Door Car,Medsize
BL66157,Suburban,Married,99,3,78,0,1,Personal Auto,Personal L2,Offer3,Web,560.045764,Four-Door Car,Small
SN26999,Suburban,Single,90,1,93,0,2,Personal Auto,Personal L3,Offer2,Agent,432,Two-Door Car,Small
TS81548,Suburban,Married,70,7,99,0,5,Personal Auto,Personal L3,Offer3,Branch,336,Four-Door Car,Medsize
DY34902,Suburban,Single,64,3,45,0,8,Corporate Auto,Corporate L2,Offer2,Branch,307.2,Four-Door Car,Small
SX75100,Urban,Married,69,13,24,0,1,Corporate Auto,Corporate L2,Offer2,Web,290.886242,Four-Door Car,Medsize
LZ98529,Suburban,Divorced,102,2,56,2,2,Personal Auto,Personal L2,Offer2,Agent,560.91624,SUV,Medsize
FM10372,Rural,Divorced,95,10,85,0,1,Personal Auto,Personal L3,Offer4,Branch,30.423443,Four-Door Car,Large
QX54666,Suburban,Single,63,4,20,0,2,Personal Auto,Personal L3,Offer1,Branch,302.4,Four-Door Car,Medsize
FR48094,Suburban,Single,73,15,59,0,1,Personal Auto,Personal L3,Offer4,Branch,525.6,Four-Door Car,Small
FH61723,Rural,Married,65,0,76,3,2,Personal Auto,Personal L3,Offer3,Web,91.244938,Two-Door Car,Medsize
QY83498,Suburban,Divorced,87,4,4,3,1,Personal Auto,Personal L3,Offer2,Agent,420.041981,Four-Door Car,Medsize
GC81619,Suburban,Divorced,114,20,87,0,1,Personal Auto,Personal L1,Offer2,Branch,547.2,SUV,Medsize
BD84823,Suburban,Single,103,6,28,0,2,Personal Auto,Personal L2,Offer1,Agent,494.4,Four-Door Car,Medsize
EU78163,Suburban,Married,66,8,66,2,3,Personal Auto,Personal L2,Offer1,Agent,316.8,Four-Door Car,Medsize
FD34314,Urban,Married,71,0,61,0,1,Corporate Auto,Corporate L1,Offer2,Web,244.401453,Four-Door Car,Medsize
HS74723,Suburban,Married,217,1,80,0,3,Personal Auto,Personal L3,Offer4,Web,1041.6,Luxury SUV,Small
LX27768,Suburban,Married,105,12,75,1,1,Personal Auto,Personal L2,Offer3,Branch,632.244063,SUV,Small
YB91420,Suburban,Married,66,23,90,0,2,Personal Auto,Personal L1,Offer3,Agent,316.8,Four-Door Car,Medsize
QA45054,Urban,Married,112,8,94,0,5,Personal Auto,Personal L2,Offer3,Agent,412.106287,SUV,Small
CO53758,Suburban,Married,63,5,70,0,3,Corporate Auto,Corporate L2,Offer4,Agent,305.603239,Four-Door Car,Small
CW57656,Rural,Married,93,0,79,0,2,Personal Auto,Personal L3,Offer1,Agent,151.572213,Four-Door Car,Medsize
MR22119,Suburban,Married,112,31,17,0,1,Personal Auto,Personal L3,Offer4,Web,537.6,SUV,Medsize
DI22093,Urban,Married,87,13,62,0,2,Personal Auto,Personal L3,Offer1,Call Center,384.695536,Four-Door Car,Medsize
PQ35034,Rural,Divorced,63,29,90,0,2,Corporate Auto,Corporate L3,Offer1,Branch,153.489143,Two-Door Car,Medsize
XB30904,Rural,Married,73,30,66,0,3,Personal Auto,Personal L3,Offer2,Call Center,97.417808,Two-Door Car,Medsize
VF15321,Suburban,Married,69,5,89,0,1,Personal Auto,Personal L2,Offer2,Branch,331.2,Four-Door Car,Medsize
LX71137,Suburban,Divorced,92,12,57,0,1,Personal Auto,Personal L3,Offer3,Branch,441.6,Four-Door Car,Medsize
SI35064,Rural,Married,118,31,20,0,4,Personal Auto,Personal L1,Offer1,Agent,161.210468,SUV,Medsize
SI26369,Suburban,Single,64,25,25,0,8,Personal Auto,Personal L3,Offer2,Call Center,460.8,Two-Door Car,Medsize
LD69905,Suburban,Married,95,11,38,4,4,Personal Auto,Personal L2,Offer1,Call Center,456,Four-Door Car,Medsize
VY84895,Suburban,Single,93,8,48,0,8,Personal Auto,Personal L3,Offer2,Branch,669.6,Four-Door Car,Medsize
UA38043,Suburban,Divorced,65,16,93,0,1,Personal Auto,Personal L2,Offer1,Branch,572.072106,Four-Door Car,Medsize
WM46083,Urban,Divorced,63,34,22,3,1,Personal Auto,Personal L2,Offer4,Branch,273.691831,Two-Door Car,Medsize
GQ57207,Suburban,Divorced,63,22,96,0,1,Personal Auto,Personal L2,Offer1,Web,352.394515,Four-Door Car,Medsize
CQ80529,Urban,Single,106,9,85,1,1,Personal Auto,Personal L3,Offer3,Web,337.95778,SUV,Medsize
LN99954,Suburban,Divorced,104,33,19,0,2,Personal Auto,Personal L2,Offer3,Branch,622.88852,Four-Door Car,Medsize
UF36353,Rural,Married,137,3,88,0,8,Special Auto,Special L3,Offer3,Branch,61.915326,SUV,Medsize
IZ24763,Suburban,Divorced,94,33,95,0,1,Corporate Auto,Corporate L2,Offer1,Web,590.626396,Four-Door Car,Small
TU27017,Suburban,Married,83,1,54,0,4,Personal Auto,Personal L3,Offer3,Branch,398.4,Four-Door Car,Medsize
WS46887,Urban,Single,101,8,81,0,2,Personal Auto,Personal L2,Offer1,Branch,384.31404,Four-Door Car,Medsize
GQ32356,Suburban,Single,111,10,75,0,1,Personal Auto,Personal L3,Offer2,Agent,799.2,Four-Door Car,Medsize
PZ81131,Suburban,Married,106,13,18,1,1,Personal Auto,Personal L3,Offer2,Agent,580.091966,SUV,Medsize
ZW79814,Suburban,Married,84,33,70,0,7,Personal Auto,Personal L1,Offer2,Agent,599.000883,Two-Door Car,Medsize
KV79964,Suburban,Married,113,8,99,0,4,Personal Auto,Personal L1,Offer1,Branch,601.124657,Four-Door Car,Medsize
WE38399,Suburban,Divorced,65,5,68,3,9,Personal Auto,Personal L1,Offer2,Branch,467.803638,Two-Door Car,Medsize
MI13678,Rural,Married,62,21,1,0,1,Personal Auto,Personal L3,Offer2,Branch,89.398794,Four-Door Car,Medsize
VA63861,Suburban,Married,62,26,45,0,9,Personal Auto,Personal L3,Offer2,Web,297.6,Four-Door Car,Medsize
EH70612,Suburban,Single,61,2,54,2,1,Personal Auto,Personal L1,Offer1,Branch,439.2,Two-Door Car,Small
UO40726,Suburban,Single,82,11,72,1,1,Personal Auto,Personal L2,Offer4,Agent,411.856297,Two-Door Car,Medsize
ZY49833,Urban,Married,74,6,84,0,8,Personal Auto,Personal L2,Offer2,Web,331.116399,Four-Door Car,Small
HZ47488,Suburban,Divorced,74,3,38,1,1,Personal Auto,Personal L2,Offer3,Call Center,406.439436,Four-Door Car,Medsize
LP51258,Urban,Married,70,1,85,0,1,Personal Auto,Personal L3,Offer1,Call Center,333.7925,Four-Door Car,Medsize
VW65573,Suburban,Single,111,21,20,0,8,Special Auto,Special L3,Offer1,Agent,799.2,SUV,Large
LV82913,Urban,Married,72,3,93,0,5,Corporate Auto,Corporate L2,Offer2,Web,230.241775,Four-Door Car,Medsize
OX53879,Rural,Married,64,2,48,2,3,Personal Auto,Personal L3,Offer1,Call Center,126.049033,Four-Door Car,Large
QV76563,Suburban,Divorced,69,8,24,0,6,Personal Auto,Personal L2,Offer4,Agent,331.2,Four-Door Car,Small
CP27565,Suburban,Single,104,17,61,0,2,Special Auto,Special L3,Offer1,Call Center,499.2,SUV,Medsize
LL56632,Suburban,Married,109,4,26,0,3,Personal Auto,Personal L3,Offer2,Agent,703.118925,SUV,Medsize
ZG88784,Suburban,Divorced,62,6,17,0,3,Corporate Auto,Corporate L2,Offer4,Call Center,297.6,Four-Door Car,Medsize
FO78512,Rural,Married,109,11,80,0,2,Personal Auto,Personal L3,Offer1,Web,104.672657,Sports Car,Medsize
TX13297,Suburban,Married,66,6,71,2,1,Corporate Auto,Corporate L3,Offer2,Call Center,433.160284,Four-Door Car,Large
RS20615,Urban,Married,71,7,36,0,3,Special Auto,Special L1,Offer1,Web,315.160937,Four-Door Car,Medsize
HP77890,Rural,Single,73,27,68,0,2,Personal Auto,Personal L2,Offer3,Web,138.460771,Four-Door Car,Large
GE45663,Urban,Divorced,66,6,4,0,7,Personal Auto,Personal L3,Offer2,Web,261.930545,Two-Door Car,Medsize
UW90223,Suburban,Married,65,20,54,5,1,Personal Auto,Personal L1,Offer3,Agent,312,Two-Door Car,Small
LC58452,Suburban,Divorced,117,3,94,0,1,Personal Auto,Personal L1,Offer1,Branch,561.6,SUV,Small
WO25669,Suburban,Married,102,10,90,0,2,Personal Auto,Personal L1,Offer1,Branch,1123.212014,SUV,Medsize
NG59515,Suburban,Married,129,1,0,0,5,Personal Auto,Personal L2,Offer1,Branch,619.2,SUV,Medsize
AQ52711,Suburban,Married,173,9,22,1,1,Personal Auto,Personal L3,Offer1,Agent,830.4,SUV,Large
AU23837,Urban,Single,63,26,27,0,7,Corporate Auto,Corporate L3,Offer1,Agent,295.871784,Four-Door Car,Large
NG62780,Suburban,Single,61,17,1,1,7,Personal Auto,Personal L2,Offer1,Agent,292.8,Four-Door Car,Small
WW16329,Suburban,Married,129,21,59,0,3,Corporate Auto,Corporate L1,Offer1,Branch,619.2,SUV,Medsize
YN46118,Suburban,Single,65,2,50,0,5,Personal Auto,Personal L1,Offer2,Branch,312,Four-Door Car,Small
CW77053,Suburban,Divorced,62,22,46,0,3,Personal Auto,Personal L2,Offer2,Agent,297.6,Four-Door Car,Medsize
LX15904,Suburban,Married,70,24,56,1,1,Special Auto,Special L2,Offer2,Agent,405.883346,Four-Door Car,Medsize
IN26765,Rural,Married,69,9,89,0,2,Personal Auto,Personal L1,Offer2,Branch,168.358644,Two-Door Car,Medsize
WR55560,Rural,Divorced,152,6,30,0,1,Corporate Auto,Corporate L3,Offer3,Branch,235.316581,Sports Car,Medsize
JQ70222,Suburban,Single,112,30,30,2,3,Personal Auto,Personal L1,Offer3,Call Center,537.6,SUV,Small
LU49168,Suburban,Married,63,24,89,0,2,Personal Auto,Personal L3,Offer4,Branch,302.4,Two-Door Car,Large
EN97874,Suburban,Married,80,20,88,1,8,Corporate Auto,Corporate L2,Offer3,Agent,481.823284,Four-Door Car,Medsize
IP76282,Suburban,Single,65,22,44,0,8,Personal Auto,Personal L2,Offer4,Agent,463.382118,Four-Door Car,Medsize
NM18924,Rural,Divorced,103,14,34,1,2,Corporate Auto,Corporate L3,Offer1,Call Center,241.141192,Sports Car,Medsize
NZ98813,Suburban,Divorced,119,20,66,0,2,Personal Auto,Personal L3,Offer1,Call Center,571.2,SUV,Medsize
XJ65608,Suburban,Married,68,16,21,1,8,Corporate Auto,Corporate L1,Offer2,Agent,374.024077,Two-Door Car,Medsize
HI71466,Rural,Married,96,17,19,0,1,Personal Auto,Personal L3,Offer2,Branch,185.070399,Four-Door Car,Medsize
RO70057,Suburban,Single,83,30,72,0,7,Personal Auto,Personal L1,Offer2,Branch,398.4,Two-Door Car,Small
LT77960,Suburban,Married,66,5,1,0,5,Corporate Auto,Corporate L3,Offer4,Call Center,427.242973,Four-Door Car,Medsize
FO13691,Urban,Divorced,64,23,3,0,3,Personal Auto,Personal L3,Offer1,Agent,229.272206,Two-Door Car,Medsize
IP87756,Suburban,Single,125,23,64,0,1,Personal Auto,Personal L2,Offer1,Branch,900,SUV,Small
YG37894,Suburban,Married,72,5,85,3,1,Corporate Auto,Corporate L3,Offer2,Web,660.587577,Two-Door Car,Small
SR24177,Rural,Single,76,31,9,0,5,Personal Auto,Personal L2,Offer1,Agent,177.234,Two-Door Car,Medsize
BS91742,Suburban,Divorced,234,31,15,0,9,Personal Auto,Personal L3,Offer3,Web,1684.8,Luxury Car,Large
UJ38473,Rural,Married,109,2,42,0,2,Personal Auto,Personal L1,Offer2,Branch,94.731199,Sports Car,Small
BP54465,Rural,Married,88,26,88,0,2,Personal Auto,Personal L3,Offer2,Web,108.701381,Four-Door Car,Medsize
YY12812,Rural,Married,69,13,87,0,2,Corporate Auto,Corporate L3,Offer1,Agent,118.468275,Four-Door Car,Large
HW61722,Urban,Married,66,15,24,0,2,Personal Auto,Personal L3,Offer2,Web,278.574142,Four-Door Car,Medsize
CE17855,Suburban,Married,80,5,42,0,1,Personal Auto,Personal L3,Offer4,Branch,473.613006,Four-Door Car,Medsize
